EntrezID	GeneName	GeneSymbol
10806	serologically defined colon cancer antigen 8	SDCCAG8
10809	StAR-related lipid transfer (START) domain containing 10	STARD10
10811	NADPH oxidase activator 1	NOXA1
10813	UTP14, U3 small nucleolar ribonucleoprotein, homolog A (yeast)	UTP14A
10814	complexin 2	CPLX2
10815	complexin 1	CPLX1
10817	fibroblast growth factor receptor substrate 3	FRS3
10825	sialidase 3 (membrane sialidase)	NEU3
10827	family with sequence similarity 114, member A2	FAM114A2
10838	zinc finger protein 275	ZNF275
10840	aldehyde dehydrogenase 1 family, member L1	ALDH1L1
10844	tubulin, gamma complex associated protein 2	TUBGCP2
10845	ClpX caseinolytic peptidase X homolog (E. coli)	CLPX
10846	phosphodiesterase 10A	PDE10A
10848	protein phosphatase 1, regulatory subunit 13 like	PPP1R13L
10849	CD3e molecule, epsilon associated protein	CD3EAP
10856	RuvB-like 2 (E. coli)	RUVBL2
10857	progesterone receptor membrane component 1	PGRMC1
10858	cytochrome P450, family 46, subfamily A, polypeptide 1	CYP46A1
10861	solute carrier family 26 (sulfate transporter), member 1	SLC26A1
10863	ADAM metallopeptidase domain 28	ADAM28
10866	HLA complex P5 (non-protein coding)	HCP5
10868	ubiquitin specific peptidase 20	USP20
10869	ubiquitin specific peptidase 19	USP19
10870	hematopoietic cell signal transducer	HCST
10871	CD300c molecule	CD300C
10873	malic enzyme 3, NADP(+)-dependent, mitochondrial	ME3
10874	neuromedin U	NMU
10875	fibrinogen-like 2	FGL2
10877	complement factor H-related 4	CFHR4
1088	carcinoembryonic antigen-related cell adhesion molecule 8	CEACAM8
10882	complement component 1, q subcomponent-like 1	C1QL1
10886	neuropeptide FF receptor 2	NPFFR2
10887	prokineticin receptor 1	PROKR1
10888	G protein-coupled receptor 83	GPR83
10890	RAB10, member RAS oncogene family	RAB10
10891	peroxisome proliferator-activated receptor gamma, coactivator 1 alpha	PPARGC1A
10893	matrix metallopeptidase 24 (membrane-inserted)	MMP24
10894	lymphatic vessel endothelial hyaluronan receptor 1	LYVE1
10896	oculomedin	OCLM
10899	jumping translocation breakpoint	JTB
109	adenylate cyclase 3	ADCY3
10902	bromodomain containing 8	BRD8
10904	bladder cancer associated protein	BLCAP
10905	mannosidase, alpha, class 1A, member 2	MAN1A2
10906	TRAF-type zinc finger domain containing 1	TRAFD1
10908	patatin-like phospholipase domain containing 6	PNPLA6
10911	urotensin 2	UTS2
10913	ectodysplasin A receptor	EDAR
10914	poly(A) polymerase alpha	PAPOLA
10915	transcription elongation regulator 1	TCERG1
10917	butyrophilin-like 3	BTNL3
10919	euchromatic histone-lysine N-methyltransferase 2	EHMT2
10921	RNA binding protein S1, serine-rich domain	RNPS1
10922	Fas-activated serine/threonine kinase	FASTK
10924	sphingomyelin phosphodiesterase, acid-like 3A	SMPDL3A
10927	spindlin 1	SPIN1
10928	ralA binding protein 1	RALBP1
10929	serine/arginine-rich splicing factor 8	SRSF8
10933	mortality factor 4 like 1	MORF4L1
10935	peroxiredoxin 3	PRDX3
10936	G protein-coupled receptor 75	GPR75
10940	processing of precursor 1, ribonuclease P/MRP subunit (S. cerevisiae)	POP1
10942	protease, serine, 21 (testisin)	PRSS21
10943	male-specific lethal 3 homolog (Drosophila)	MSL3
10944	chromosome 11 open reading frame 58	C11orf58
10946	splicing factor 3a, subunit 3, 60kDa	SF3A3
10948	StAR-related lipid transfer (START) domain containing 3	STARD3
10949	heterogeneous nuclear ribonucleoprotein A0	HNRNPA0
10951	chromobox homolog 1	CBX1
10953	translocase of outer mitochondrial membrane 34	TOMM34
10956	osteosarcoma amplified 9, endoplasmic reticulum lectin	OS9
10959	transmembrane emp24 domain trafficking protein 2	TMED2
10962	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11	MLLT11
10963	stress-induced-phosphoprotein 1	STIP1
10964	interferon-induced protein 44-like	IFI44L
10965	acyl-CoA thioesterase 2	ACOT2
10971	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide	YWHAQ
10972	transmembrane emp24-like trafficking protein 10 (yeast)	TMED10
10974	adipogenesis regulatory factor	ADIRF
10975	ubiquinol-cytochrome c reductase, complex III subunit XI	UQCR11
10978	cleavage and polyadenylation factor I subunit 1	CLP1
10979	fermitin family member 2	FERMT2
10980	COP9 constitutive photomorphogenic homolog subunit 6 (Arabidopsis)	COPS6
10981	RAB32, member RAS oncogene family	RAB32
10983	cyclin I	CCNI
10987	COP9 constitutive photomorphogenic homolog subunit 5 (Arabidopsis)	COPS5
10988	methionyl aminopeptidase 2	METAP2
10989	inner membrane protein, mitochondrial	IMMT
10990	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 5	LILRB5
10991	solute carrier family 38, member 3	SLC38A3
10992	splicing factor 3b, subunit 2, 145kDa	SF3B2
10993	serine dehydratase	SDS
10994	ilvB (bacterial acetolactate synthase)-like	ILVBL
11001	solute carrier family 27 (fatty acid transporter), member 2	SLC27A2
11005	serine peptidase inhibitor, Kazal type 5	SPINK5
11007	coiled-coil domain containing 85B	CCDC85B
11010	GLI pathogenesis-related 1	GLIPR1
11012	kallikrein-related peptidase 11	KLK11
11013	thymosin beta 15a	TMSB15A
11014	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2	KDELR2
11015	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3	KDELR3
11016	activating transcription factor 7	ATF7
11017	small nuclear ribonucleoprotein 27kDa (U4/U6.U5)	SNRNP27
11018	transmembrane emp24 protein transport domain containing 1	TMED1
11019	lipoic acid synthetase	LIAS
11020	intraflagellar transport 27 homolog (Chlamydomonas)	IFT27
11021	RAB35, member RAS oncogene family	RAB35
11023	ventral anterior homeobox 1	VAX1
11025	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 3	LILRB3
11026	leukocyte immunoglobulin-like receptor, subfamily A (without TM domain), member 3	LILRA3
11027	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 2	LILRA2
1103	choline O-acetyltransferase	CHAT
11031	RAB31, member RAS oncogene family	RAB31
11033	ArfGAP with dual PH domains 1	ADAP1
11034	destrin (actin depolymerizing factor)	DSTN
11037	stonin 1	STON1
1104	regulator of chromosome condensation 1	RCC1
11041	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1	B3GNT1
11043	midline 2	MID2
11044	PAP associated domain containing 7	PAPD7
11045	uroplakin 1A	UPK1A
11046	solute carrier family 35, member D2	SLC35D2
1105	chromodomain helicase DNA binding protein 1	CHD1
11052	cleavage and polyadenylation specific factor 6, 68kDa	CPSF6
11055	zona pellucida binding protein	ZPBP
11057	abhydrolase domain containing 2	ABHD2
11059	WW domain containing E3 ubiquitin protein ligase 1	WWP1
1106	chromodomain helicase DNA binding protein 2	CHD2
11060	WW domain containing E3 ubiquitin protein ligase 2	WWP2
11061	leukocyte cell derived chemotaxin 1	LECT1
11063	SRY (sex determining region Y)-box 30	SOX30
11064	centriolin	CNTRL
11065	ubiquitin-conjugating enzyme E2C	UBE2C
11066	small nuclear ribonucleoprotein 35kDa (U11/U12)	SNRNP35
11068	cytochrome b-561 domain containing 2	CYB561D2
11069	Rap guanine nucleotide exchange factor (GEF) 4	RAPGEF4
11070	transmembrane protein 115	TMEM115
11072	dual specificity phosphatase 14	DUSP14
11075	stathmin-like 2	STMN2
11076	tubulin polymerization promoting protein	TPPP
11077	heat shock transcription factor 2 binding protein	HSF2BP
11079	RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae)	RER1
1108	chromodomain helicase DNA binding protein 4	CHD4
11082	endothelial cell-specific molecule 1	ESM1
11085	ADAM metallopeptidase domain 30	ADAM30
11091	WD repeat domain 5	WDR5
11094	calcium channel flower domain containing 1	CACFD1
11095	ADAM metallopeptidase with thrombospondin type 1 motif, 8	ADAMTS8
11096	ADAM metallopeptidase with thrombospondin type 1 motif, 5	ADAMTS5
11097	nucleoporin like 2	NUPL2
11098	protease, serine, 23	PRSS23
11099	protein tyrosine phosphatase, non-receptor type 21	PTPN21
11100	heterogeneous nuclear ribonucleoprotein U-like 1	HNRNPUL1
11102	ribonuclease P/MRP 14kDa subunit	RPP14
11103	KRR1, small subunit (SSU) processome component, homolog (yeast)	KRR1
11104	katanin p60 (ATPase containing) subunit A 1	KATNA1
11105	PR domain containing 7	PRDM7
1111	checkpoint kinase 1	CHEK1
11113	citron (rho-interacting, serine/threonine kinase 21)	CIT
11116	FGFR1 oncogene partner	FGFR1OP
11118	butyrophilin, subfamily 3, member A2	BTN3A2
11119	butyrophilin, subfamily 3, member A1	BTN3A1
1112	forkhead box N3	FOXN3
11120	butyrophilin, subfamily 2, member A1	BTN2A1
11122	protein tyrosine phosphatase, receptor type, T	PTPRT
11127	kinesin family member 3A	KIF3A
11128	polymerase (RNA) III (DNA directed) polypeptide A, 155kDa	POLR3A
11129	CLK4-associating serine/arginine rich protein	CLASRP
1113	chromogranin A (parathyroid secretory protein 1)	CHGA
11130	ZW10 interactor, kinetochore protein	ZWINT
11131	calpain 11	CAPN11
11133	kaptin (actin binding protein)	KPTN
11135	CDC42 effector protein (Rho GTPase binding) 1	CDC42EP1
11136	solute carrier family 7 (glycoprotein-associated amino acid transporter light chain, bo,+ system), member 9	SLC7A9
11137	PWP1 homolog (S. cerevisiae)	PWP1
11138	TBC1 domain family, member 8 (with GRAM domain)	TBC1D8
11140	cell division cycle 37	CDC37
11141	interleukin 1 receptor accessory protein-like 1	IL1RAPL1
11142	protein kinase (cAMP-dependent, catalytic) inhibitor gamma	PKIG
11145	phospholipase A2, group XVI	PLA2G16
11148	HERV-H LTR-associating 2	HHLA2
11149	blood vessel epicardial substance	BVES
11158	RAB, member of RAS oncogene family-like 2B	RABL2B
11159	RAB, member of RAS oncogene family-like 2A	RABL2A
1116	chitinase 3-like 1 (cartilage glycoprotein-39)	CHI3L1
11160	ER lipid raft associated 2	ERLIN2
11162	nudix (nucleoside diphosphate linked moiety X)-type motif 6	NUDT6
11163	nudix (nucleoside diphosphate linked moiety X)-type motif 4	NUDT4
11166	SRY (sex determining region Y)-box 21	SOX21
11168	PC4 and SFRS1 interacting protein 1	PSIP1
11169	WD repeat and HMG-box DNA binding protein 1	WDHD1
11171	serine/threonine kinase receptor associated protein	STRAP
11172	insulin-like 6	INSL6
11174	ADAM metallopeptidase with thrombospondin type 1 motif, 6	ADAMTS6
11178	leucine zipper, putative tumor suppressor 1	LZTS1
11179	zinc finger protein 277	ZNF277
1118	chitinase 1 (chitotriosidase)	CHIT1
11180	WD repeat domain 6	WDR6
11181	trehalase (brush-border membrane glycoprotein)	TREH
11184	mitogen-activated protein kinase kinase kinase kinase 1	MAP4K1
11186	Ras association (RalGDS/AF-6) domain family member 1	RASSF1
11187	plakophilin 3	PKP3
11189	CUGBP, Elav-like family member 3	CELF3
11190	centrosomal protein 250kDa	CEP250
11194	ATP-binding cassette, sub-family B (MDR/TAP), member 8	ABCB8
11197	WNT inhibitory factor 1	WIF1
11198	suppressor of Ty 16 homolog (S. cerevisiae)	SUPT16H
1120	choline kinase beta	CHKB
11200	checkpoint kinase 2	CHEK2
11201	polymerase (DNA directed) iota	POLI
11202	kallikrein-related peptidase 8	KLK8
1121	choroideremia (Rab escort protein 1)	CHM
11211	frizzled family receptor 10	FZD10
11214	A kinase (PRKA) anchor protein 13	AKAP13
11215	A kinase (PRKA) anchor protein 11	AKAP11
11219	three prime repair exonuclease 2	TREX2
11221	dual specificity phosphatase 10	DUSP10
11222	mitochondrial ribosomal protein L3	MRPL3
11223	macrophage stimulating 1-like	MST1L
11224	ribosomal protein L35	RPL35
11226	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6 (GalNAc-T6)	GALNT6
11228	Ras association (RalGDS/AF-6) domain family (N-terminal) member 8	RASSF8
1123	chimerin 1	CHN1
11230	PRA1 domain family, member 2	PRAF2
11231	SEC63 homolog (S. cerevisiae)	SEC63
11232	polymerase (DNA directed), gamma 2, accessory subunit	POLG2
11234	Hermansky-Pudlak syndrome 5	HPS5
112398	egl nine homolog 2 (C. elegans)	EGLN2
112399	egl nine homolog 3 (C. elegans)	EGLN3
1124	chimerin 2	CHN2
112401	baculoviral IAP repeat containing 8	BIRC8
11243	polyamine-modulated factor 1	PMF1
11244	zinc fingers and homeoboxes 1	ZHX1
11245	G protein-coupled receptor 176	GPR176
112476	proline-rich transmembrane protein 2	PRRT2
112483	spermidine/spermine N1-acetyltransferase family member 2	SAT2
11249	neurexophilin 2	NXPH2
112495	general transcription factor IIIC, polypeptide 6, alpha 35kDa	GTF3C6
11252	protein kinase C and casein kinase substrate in neurons 2	PACSIN2
11253	mannosidase, alpha, class 1B, member 1	MAN1B1
11257	TP53 target 1 (non-protein coding)	TP53TG1
112574	sorting nexin 18	SNX18
112609	melanocortin 2 receptor accessory protein 2	MRAP2
11261	calcineurin-like EF-hand protein 1	CHP1
112616	CKLF-like MARVEL transmembrane domain containing 7	CMTM7
11262	SP140 nuclear body protein	SP140
11267	SNF8, ESCRT-II complex subunit, homolog (S. cerevisiae)	SNF8
11269	DEAD (Asp-Glu-Ala-Asp) box polypeptide 19B	DDX19B
11270	nurim (nuclear envelope membrane protein)	NRM
112714	tubulin, alpha 3e	TUBA3E
11272	proline rich 4 (lacrimal)	PRR4
11274	ubiquitin specific peptidase 18	USP18
11275	kelch-like family member 2	KLHL2
112752	intraflagellar transport 43 homolog (Chlamydomonas)	IFT43
112755	syntaxin 1B	STX1B
112770	chromosome 1 open reading frame 85	C1orf85
11278	Kruppel-like factor 12	KLF12
11279	Kruppel-like factor 8	KLF8
112802	keratin 71	KRT71
11281	POU class 6 homeobox 2	POU6F2
112812	ferredoxin 1-like	FDX1L
11282	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B	MGAT4B
11283	cytochrome P450, family 4, subfamily F, polypeptide 8	CYP4F8
11284	polynucleotide kinase 3'-phosphatase	PNKP
112849	L-3-hydroxyproline dehydratase (trans-)	L3HYPDH
11285	xylosylprotein beta 1,4-galactosyltransferase, polypeptide 7	B4GALT7
112858	TP53 regulating kinase	TP53RK
112937	galactosidase, beta 1-like 3	GLB1L3
112939	nucleus accumbens associated 1, BEN and BTB (POZ) domain containing	NACC1
112950	mediator complex subunit 8	MED8
1130	lysosomal trafficking regulator	LYST
113026	phospholipase C, delta 3	PLCD3
11309	solute carrier organic anion transporter family, member 2B1	SLCO2B1
113091	parathyroid hormone 2	PTH2
11313	lysophospholipase II	LYPLA2
113130	cell division cycle associated 5	CDCA5
11314	CD300a molecule	CD300A
11315	parkinson protein 7	PARK7
11316	coatomer protein complex, subunit epsilon	COPE
11317	recombination signal binding protein for immunoglobulin kappa J region-like	RBPJL
11318	G protein-coupled receptor 182	GPR182
113189	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 14	CHST14
11319	ecdysoneless homolog (Drosophila)	ECD
1132	cholinergic receptor, muscarinic 4	CHRM4
11320	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A	MGAT4A
113220	kinesin family member 12	KIF12
113235	solute carrier family 46 (folate transporter), member 1	SLC46A1
11326	V-set and immunoglobulin domain containing 4	VSIG4
113278	solute carrier family 52, riboflavin transporter, member 3	SLC52A3
11328	FK506 binding protein 9, 63 kDa	FKBP9
11330	chymotrypsin C (caldecrin)	CTRC
11332	acyl-CoA thioesterase 7	ACOT7
11333	PDGFA associated protein 1	PDAP1
11334	tumor suppressor candidate 2	TUSC2
11335	chromobox homolog 3	CBX3
11336	exocyst complex component 3	EXOC3
11337	GABA(A) receptor-associated protein	GABARAP
11338	U2 small nuclear RNA auxiliary factor 2	U2AF2
1134	cholinergic receptor, nicotinic, alpha 1 (muscle)	CHRNA1
11340	exosome component 8	EXOSC8
11341	stimulator of chondrogenesis 1	SCRG1
113419	testis expressed 261	TEX261
11342	ring finger protein 13	RNF13
11344	twinfilin, actin-binding protein, homolog 2 (Drosophila)	TWF2
113452	transmembrane protein 54	TMEM54
113540	CKLF-like MARVEL transmembrane domain containing 1	CMTM1
113622	ADP-ribosylhydrolase like 1	ADPRHL1
113655	major facilitator superfamily domain containing 3	MFSD3
113675	serine dehydratase-like	SDSL
1137	cholinergic receptor, nicotinic, alpha 4 (neuronal)	CHRNA4
113746	outer dense fiber of sperm tails 3	ODF3
113791	phosphoinositide-3-kinase interacting protein 1	PIK3IP1
1138	cholinergic receptor, nicotinic, alpha 5 (neuronal)	CHRNA5
113835	zinc finger protein 257	ZNF257
113878	deltex homolog 2 (Drosophila)	DTX2
114	adenylate cyclase 8 (brain)	ADCY8
1140	cholinergic receptor, nicotinic, beta 1 (muscle)	CHRNB1
114026	zinc finger, imprinted 3	ZIM3
114049	Williams Beuren syndrome chromosome region 22	WBSCR22
114088	tripartite motif containing 9	TRIM9
1141	cholinergic receptor, nicotinic, beta 2 (neuronal)	CHRNB2
114112	thioredoxin reductase 3	TXNRD3
114131	urocortin 3	UCN3
114132	sialic acid binding Ig-like lectin 11	SIGLEC11
1142	cholinergic receptor, nicotinic, beta 3 (neuronal)	CHRNB3
1143	cholinergic receptor, nicotinic, beta 4 (neuronal)	CHRNB4
1145	cholinergic receptor, nicotinic, epsilon (muscle)	CHRNE
114548	NLR family, pyrin domain containing 3	NLRP3
114571	solute carrier family 22 (organic anion transporter), member 9	SLC22A9
114609	toll-interleukin 1 receptor (TIR) domain containing adaptor protein	TIRAP
1147	conserved helix-loop-helix ubiquitous kinase	CHUK
114771	peptidoglycan recognition protein 3	PGLYRP3
114780	polycystic kidney disease 1-like 2	PKD1L2
114787	G protein regulated inducer of neurite outgrowth 1	GPRIN1
114789	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 25	SLC25A25
114790	serine/threonine kinase 11 interacting protein	STK11IP
114791	tubulin, gamma complex associated protein 5	TUBGCP5
114793	formin-like 2	FMNL2
114795	transmembrane protein 132B	TMEM132B
114805	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 13 (GalNAc-T13)	GALNT13
114815	sortilin-related VPS10 domain containing receptor 1	SORCS1
114821	SCAN domain containing 3	SCAND3
114822	rhophilin, Rho GTPase binding protein 1	RHPN1
